"gameid","eventid","quarter","clock","timeinkey","player","shootername","teamName"
"0021500442",97,1,59.93,3.24,"Scott","Korver","Atlanta Hawks"
"0021500442",263,3,659.91,5.64,"Lopez","Afflalo","New York Knicks"
"0021500442",277,3,568.43,5.72,"Anthony","Afflalo","New York Knicks"
"0021500442",277,3,574.98,3.08,"Lopez","Afflalo","New York Knicks"
"0021500442",277,3,576.65,4.08,"Porzingis","Afflalo","New York Knicks"
"0021500442",324,3,331.18,3.96,"Millsap","Scott","Atlanta Hawks"
"0021500442",334,3,267.26,3.64,"Scott","Millsap","Atlanta Hawks"
"0021500443",15,1,604.5,5.72,"Lee","Green","Memphis Grizzlies"
"0021500443",51,1,304.73,3.24,"Zeller","Williams","Charlotte Hornets"
"0021500443",52,1,286.14,3.64,"Allen","Barnes","Memphis Grizzlies"
"0021500443",122,2,674.53,3.12,"Batum","Lamb","Charlotte Hornets"
"0021500443",155,2,523.54,3.48,"Jefferson","Williams","Charlotte Hornets"
"0021500443",238,2,141.42,3.36,"Batum","Walker","Charlotte Hornets"
"0021500443",238,2,136.71,3.96,"Hansbrough","Walker","Charlotte Hornets"
"0021500443",297,3,638.47,5.04,"Zeller","Williams","Charlotte Hornets"
"0021500443",305,3,585.84,4.04,"Barnes","Conley","Memphis Grizzlies"
"0021500443",348,3,347.63,4.08,"Zeller","Kaminsky","Charlotte Hornets"
"0021500443",396,3,43.07,4.92,"Randolph","Chalmers","Memphis Grizzlies"
"0021500443",423,4,610.44,4.24,"Lamb","Batum","Charlotte Hornets"
"0021500443",438,4,539.77,4.4,"Randolph","Lee","Memphis Grizzlies"
"0021500443",525,4,71.78,3.24,"Randolph","Barnes","Memphis Grizzlies"
"0021500443",525,4,63.81,4.76,"Gasol","Barnes","Memphis Grizzlies"
"0021500443",551,4,30.5,7.8,"Randolph","Conley","Memphis Grizzlies"
"0021500443",551,4,23.6,7.52,"Gasol","Conley","Memphis Grizzlies"
"0021500444",15,1,589.02,4.52,"Whiteside","Deng","Miami Heat"
"0021500444",48,1,369.6,3.44,"Stoudemire","Deng","Miami Heat"
"0021500444",123,2,600.75,4.16,"Nicholson","Oladipo","Orlando Magic"
"0021500444",130,2,566.59,4,"Nicholson","Hezonja","Orlando Magic"
"0021500444",173,2,307.2,4.8,"Wade","Dragic","Miami Heat"
"0021500444",173,2,317.2,8.92,"Whiteside","Dragic","Miami Heat"
"0021500444",254,3,621.59,4.32,"Whiteside","Deng","Miami Heat"
"0021500444",329,3,172.39,3.68,"Vucevic","Harris","Orlando Magic"
"0021500444",387,4,513.34,5.52,"Whiteside","Bosh","Miami Heat"
"0021500445",96,1,176.6,4.28,"Capela","Brewer","Houston Rockets"
"0021500445",116,1,131.76,5.96,"Cole","Gordon","New Orleans Pelicans"
"0021500445",288,3,694.85,3.8,"Howard","Beverley","Houston Rockets"
"0021500445",387,3,23.12,3.2,"Capela","Thornton","Houston Rockets"
"0021500445",518,4,112.4,3.36,"Howard","Beverley","Houston Rockets"
"0021500445",525,4,74.14,3.4,"Beverley","Harden","Houston Rockets"
"0021500446",67,1,232.6,4.4,"Johnson","Bradley","Boston Celtics"
"0021500446",198,2,279.07,3.68,"Hunter","Crowder","Boston Celtics"
"0021500446",239,2,106.51,4.72,"Zeller","Bradley","Boston Celtics"
"0021500446",279,3,649.97,3.32,"Drummond","Ilyasova","Detroit Pistons"
"0021500446",394,4,616.71,4.64,"Drummond","Tolliver","Detroit Pistons"
"0021500446",454,4,291.33,5.24,"Johnson","Crowder","Boston Celtics"
"0021500447",3,1,686.48,3.04,"Gortat","Dudley","Washington Wizards"
"0021500447",2,1,696.17,5.36,"Oubre","Dudley","Washington Wizards"
"0021500447",24,1,494.26,3.32,"Lopez","Jack","Brooklyn Nets"
"0021500447",46,1,342.08,3.72,"Gortat","Oubre","Washington Wizards"
"0021500447",52,1,281.3,5.2,"Temple","Porter","Washington Wizards"
"0021500447",197,2,336.1,3.64,"Lopez","Johnson","Brooklyn Nets"
"0021500447",211,2,207.28,3.44,"Young","Bogdanovic","Brooklyn Nets"
"0021500447",213,2,191.8,3.36,"Temple","Wall","Washington Wizards"
"0021500447",285,3,508.56,3.44,"Gortat","Oubre","Washington Wizards"
"0021500448",157,2,370.18,3.48,"Dieng","Payne","Minnesota Timberwolves"
"0021500448",302,3,242.37,3.64,"Hill","Ellis","Indiana Pacers"
"0021500448",447,4,90.9,4.04,"Towns","Rubio","Minnesota Timberwolves"
"0021500448",454,4,34.97,3.76,"Stuckey","Ellis","Indiana Pacers"
"0021500449",56,1,275.64,5.88,"Pachulia","Matthews","Dallas Mavericks"
"0021500449",130,2,569.41,3.76,"Villanueva","Villanueva","Dallas Mavericks"
"0021500449",257,3,633.63,3.88,"Pachulia","Parsons","Dallas Mavericks"
"0021500449",298,3,445.08,3.6,"Pachulia","Barea","Dallas Mavericks"
"0021500449",441,4,581.17,3.24,"Powell","Nowitzki","Dallas Mavericks"
"0021500449",455,4,457.1,3.2,"Brooks","Mirotic","Chicago Bulls"
"0021500449",468,4,404.06,9.48,"Mirotic","Brooks","Chicago Bulls"
"0021500449",474,4,375.19,3.36,"Gasol","Mirotic","Chicago Bulls"
"0021500449",487,4,279.17,3.84,"Villanueva","Parsons","Dallas Mavericks"
"0021500449",487,4,279.17,3.16,"Powell","Parsons","Dallas Mavericks"
"0021500450",212,2,128.24,3.28,"Nelson","Lauvergne","Denver Nuggets"
"0021500450",364,4,562.02,4.96,"Marjanovic","Diaw","San Antonio Spurs"
"0021500451",137,1,109.13,3.36,"Chandler","Teletovic","Phoenix Suns"
"0021500451",282,2,30.93,3.08,"Len","Price","Phoenix Suns"
"0021500451",339,3,472.71,3.4,"Landry","Canaan","Philadelphia 76ers"
"0021500451",385,3,332.71,3.2,"Chandler","Teletovic","Phoenix Suns"
"0021500451",455,4,700.94,4.28,"Knight","Warren","Phoenix Suns"
"0021500451",455,4,703,4.76,"Len","Warren","Phoenix Suns"
"0021500451",484,4,567.5,5.96,"Len","Knight","Phoenix Suns"
"0021500451",488,4,535.07,5.24,"Noel","Marshall","Philadelphia 76ers"
"0021500451",511,4,431.53,3.16,"Landry","Thompson","Philadelphia 76ers"
"0021500451",528,4,345.37,4.68,"Chandler","Price","Phoenix Suns"
"0021500451",597,4,26.98,3.6,"Knight","Knight","Phoenix Suns"
"0021500452",38,1,415.36,4.12,"Jordan","Pierce","Los Angeles Clippers"
"0021500452",106,2,653.82,3.04,"Withey","Burke","Utah Jazz"
"0021500452",127,2,485.1,4.28,"Johnson","Johnson","Los Angeles Clippers"
"0021500452",375,3,50.54,3.04,"Withey","Burke","Utah Jazz"
"0021500452",396,4,661.36,3.8,"Withey","Johnson","Utah Jazz"
"0021500452",394,4,663.28,3.4,"Hood","Johnson","Utah Jazz"
"0021500452",417,4,532.46,4.08,"Aldrich","Stephenson","Los Angeles Clippers"
"0021500452",428,4,491.51,3.36,"Aldrich","Prigioni","Los Angeles Clippers"
"0021500452",450,4,377.08,3.32,"Booker","Neto","Utah Jazz"
"0021500452",457,4,333.17,3.04,"Booker","Hood","Utah Jazz"
"0021500452",489,4,102.49,3.4,"Mbah a Moute","Redick","Los Angeles Clippers"
"0021500453",40,1,491.67,5.44,"Love","James","Cleveland Cavaliers"
"0021500453",56,1,406.16,7.8,"Crabbe","Aminu","Portland Trail Blazers"
"0021500453",87,1,187.9,3.36,"Thompson","Love","Cleveland Cavaliers"
"0021500453",106,1,94.21,3.64,"Vonleh","Aminu","Portland Trail Blazers"
"0021500453",192,2,274.41,6.64,"Thompson","Love","Cleveland Cavaliers"
"0021500453",202,2,224.7,3.72,"James","Love","Cleveland Cavaliers"
"0021500453",208,2,174.05,5.44,"Thompson","Dellavedova","Cleveland Cavaliers"
"0021500453",254,3,557.16,3.84,"Dellavedova","James","Cleveland Cavaliers"
"0021500453",325,3,168.22,3.04,"Thompson","Dellavedova","Cleveland Cavaliers"
"0021500453",339,3,137.38,5.32,"Williams","Jones","Cleveland Cavaliers"
"0021500453",339,3,137.42,3.16,"Jones","Jones","Cleveland Cavaliers"
"0021500453",342,3,100.14,3.24,"Jones","Jefferson","Cleveland Cavaliers"
"0021500453",412,4,410.52,4.28,"Varejao","Jones","Cleveland Cavaliers"
"0021500454",4,1,693.22,4.08,"Thomas","Crowder","Boston Celtics"
"0021500454",106,1,161.67,3.24,"Galloway","O'Quinn","New York Knicks"
"0021500454",136,1,27.48,3.8,"O'Quinn","Williams","New York Knicks"
"0021500454",128,1,42.47,4,"Vujacic","Williams","New York Knicks"
"0021500454",128,1,40.23,4.72,"Thomas","Williams","New York Knicks"
"0021500454",136,1,40.7,8.08,"Williams","Williams","New York Knicks"
"0021500454",128,1,42.47,9.48,"O'Quinn","Williams","New York Knicks"
"0021500454",254,2,122.45,3.48,"Johnson","Jerebko","Boston Celtics"
"0021500454",344,3,463.11,3.64,"Sullinger","Sullinger","Boston Celtics"
"0021500454",348,3,428.97,4.96,"Sullinger","Thomas","Boston Celtics"
"0021500454",363,3,342.79,5.84,"Sullinger","Crowder","Boston Celtics"
"0021500454",364,3,325.37,3.88,"Porzingis","Afflalo","New York Knicks"
"0021500454",396,3,135.68,4.84,"O'Quinn","Galloway","New York Knicks"
"0021500454",413,3,79.43,3.6,"O'Quinn","Vujacic","New York Knicks"
"0021500454",442,4,651.14,5.4,"Johnson","Smart","Boston Celtics"
"0021500454",547,4,91.29,3.32,"Williams","Anthony","New York Knicks"
"0021500454",551,4,60.58,4.48,"Turner","Olynyk","Boston Celtics"
"0021500454",571,4,25.47,3.52,"Porzingis","Anthony","New York Knicks"
"0021500455",89,1,179.61,5.12,"Randolph","Lee","Memphis Grizzlies"
"0021500455",152,2,537.95,3.68,"Bass","Young","Los Angeles Lakers"
"0021500455",152,2,554,4.08,"Randle","Young","Los Angeles Lakers"
"0021500455",281,3,518.94,3.12,"Nance Jr.","Bryant","Los Angeles Lakers"
"0021500455",316,3,243.28,4.68,"Hibbert","Bryant","Los Angeles Lakers"
"0021500455",357,3,31.92,3.04,"Randolph","Chalmers","Memphis Grizzlies"
"0021500455",356,3,34.55,3.04,"Green","Chalmers","Memphis Grizzlies"
"0021500455",403,4,469.15,3.88,"Green","Chalmers","Memphis Grizzlies"
"0021500455",483,4,131.59,3.44,"Brown","Kelly","Los Angeles Lakers"
"0021500455",500,4,34.11,3.68,"Sacre","Brown","Los Angeles Lakers"
"0021500455",500,4,44.59,3.48,"Randle","Brown","Los Angeles Lakers"
"0021500456",20,1,537.96,3.32,"Roberson","Durant","Oklahoma City Thunder"
"0021500456",61,1,237.09,5.4,"Lauvergne","Nelson","Denver Nuggets"
"0021500456",475,4,157.04,3.04,"Lauvergne","Barton","Denver Nuggets"
"0021500457",10,1,634.57,5.76,"Aminu","Crabbe","Portland Trail Blazers"
"0021500457",125,2,646.88,3.08,"Henderson","Crabbe","Portland Trail Blazers"
"0021500457",158,2,451.22,3.28,"Leonard","Harkless","Portland Trail Blazers"
"0021500457",182,2,351.92,3.88,"Gay","Cousins","Sacramento Kings"
"0021500457",335,3,408.17,3.52,"Casspi","Casspi","Sacramento Kings"
"0021500457",432,4,633.73,6.24,"Frazier","Leonard","Portland Trail Blazers"
"0021500457",461,4,506.99,5.16,"Harkless","McCollum","Portland Trail Blazers"
"0021500457",483,4,375.8,3.12,"Frazier","McCollum","Portland Trail Blazers"
"0021500457",510,4,200.38,3.84,"Frazier","Harkless","Portland Trail Blazers"
"0021500458",25,1,547.31,3.12,"Hibbert","Bryant","Los Angeles Lakers"
"0021500458",63,1,250.77,4.92,"Hibbert","Bryant","Los Angeles Lakers"
"0021500458",90,1,125.86,6,"Jefferson","Kaminsky","Charlotte Hornets"
"0021500458",230,2,71.9,3.44,"Zeller","Williams","Charlotte Hornets"
"0021500458",327,3,206.09,4.4,"Zeller","Batum","Charlotte Hornets"
"0021500458",404,4,477.01,3.16,"Randle","Russell","Los Angeles Lakers"
"0021500458",466,4,169.7,5.04,"Hibbert","Bryant","Los Angeles Lakers"
"0021500458",466,4,168.54,3.36,"Nance Jr.","Bryant","Los Angeles Lakers"
"0021500458",477,4,107.07,4.64,"Hibbert","Bryant","Los Angeles Lakers"
"0021500458",480,4,95.83,3.76,"Zeller","Walker","Charlotte Hornets"
"0021500458",486,4,76.79,4.88,"Hibbert","Clarkson","Los Angeles Lakers"
"0021500459",134,2,617.32,4.68,"Scott","Korver","Atlanta Hawks"
"0021500459",294,3,417.03,5.28,"Millsap","Korver","Atlanta Hawks"
"0021500459",343,3,149.09,3.44,"Scott","Schroder","Atlanta Hawks"
"0021500459",458,4,227.08,3.32,"Sefolosha","Korver","Atlanta Hawks"
"0021500460",6,1,642.8,3.68,"Asik","Gordon","New Orleans Pelicans"
"0021500460",6,1,642.8,3.64,"Evans","Gordon","New Orleans Pelicans"
"0021500460",255,3,583.97,3.6,"Frye","Frye","Orlando Magic"
"0021500460",264,3,432.01,5.72,"Vucevic","Frye","Orlando Magic"
"0021500460",311,3,145.99,3.4,"Frye","Hezonja","Orlando Magic"
"0021500461",93,1,195.27,4.88,"Porter","Eddie","Washington Wizards"
"0021500461",223,2,268.41,4.48,"Jordan","Paul","Los Angeles Clippers"
"0021500461",331,3,467.95,3.2,"Pierce","Redick","Los Angeles Clippers"
"0021500461",331,3,480.11,4.84,"Crawford","Redick","Los Angeles Clippers"
"0021500461",331,3,478.99,3.28,"Redick","Redick","Los Angeles Clippers"
"0021500461",367,3,289.77,4.12,"Gortat","Wall","Washington Wizards"
"0021500461",368,3,262.21,3.32,"Jordan","Paul","Los Angeles Clippers"
"0021500462",165,2,538.94,3.36,"Bargnani","Bogdanovic","Brooklyn Nets"
"0021500462",206,2,326.55,4.16,"Deng","Dragic","Miami Heat"
"0021500462",291,3,662.28,3.88,"Young","Ellington","Brooklyn Nets"
"0021500462",298,3,626.9,4.68,"Whiteside","Deng","Miami Heat"
"0021500462",300,3,579.54,3.28,"Whiteside","Bosh","Miami Heat"
"0021500462",337,3,324.59,3.88,"Whiteside","Green","Miami Heat"
"0021500462",353,3,199.93,6.16,"Whiteside","Green","Miami Heat"
"0021500462",355,3,192.26,4.92,"Whiteside","Bosh","Miami Heat"
"0021500462",367,3,114.82,4.4,"Lopez","Ellington","Brooklyn Nets"
"0021500462",369,3,117.49,3.92,"Robinson","Ellington","Brooklyn Nets"
"0021500462",369,3,98.48,3.28,"Stoudemire","Johnson","Miami Heat"
"0021500462",400,4,697.97,4.32,"Stoudemire","Green","Miami Heat"
"0021500462",468,4,315.15,3.56,"Young","Ellington","Brooklyn Nets"
"0021500462",468,4,304.56,3.56,"Lopez","Ellington","Brooklyn Nets"
"0021500462",467,4,311.49,3.88,"Ellington","Ellington","Brooklyn Nets"
"0021500462",569,4,26.03,4.44,"Wade","Deng","Miami Heat"
"0021500462",569,4,28.33,3.36,"Dragic","Deng","Miami Heat"
"0021500463",2,1,699.74,3.6,"Mirotic","Butler","Chicago Bulls"
"0021500463",65,1,299.72,7.56,"Valanciunas","Carroll","Toronto Raptors"
"0021500463",65,1,280.01,3.64,"Gibson","Mirotic","Chicago Bulls"
"0021500463",158,2,465.88,3.16,"Gibson","Rose","Chicago Bulls"
"0021500463",288,3,577.71,4.68,"Gasol","Butler","Chicago Bulls"
"0021500463",306,3,503.18,3.28,"Lowry","DeRozan","Toronto Raptors"
"0021500463",342,3,352.73,5.8,"Gibson","Rose","Chicago Bulls"
"0021500463",342,3,350.89,3.48,"Mirotic","Rose","Chicago Bulls"
"0021500463",382,3,82.97,3.32,"Valanciunas","Ross","Toronto Raptors"
"0021500463",384,3,63.38,4.6,"Rose","Snell","Chicago Bulls"
"0021500464",290,3,587.52,3.32,"Pachulia","Matthews","Dallas Mavericks"
"0021500464",427,4,594.41,3.92,"McGee","Barea","Dallas Mavericks"
"0021500464",476,4,281.5,3.24,"Pachulia","Matthews","Dallas Mavericks"
"0021500465",10,1,636.54,3.64,"Green","Green","San Antonio Spurs"
"0021500465",35,1,493.3,3.68,"West","Leonard","San Antonio Spurs"
"0021500465",123,2,639.69,4.4,"Marjanovic","Ginobili","San Antonio Spurs"
"0021500465",356,3,128.34,3.68,"Dieng","Payne","Minnesota Timberwolves"
"0021500465",417,4,424.12,6.64,"Aldridge","Green","San Antonio Spurs"
"0021500465",415,4,430.94,3.4,"Green","Green","San Antonio Spurs"
"0021500465",460,4,147.54,3.96,"West","Ginobili","San Antonio Spurs"
"0021500465",460,4,149.82,5,"Diaw","Ginobili","San Antonio Spurs"
"0021500466",11,1,572.86,4.4,"Len","Knight","Phoenix Suns"
"0021500466",99,1,32.93,3.68,"Mozgov","Jones","Cleveland Cavaliers"
"0021500466",122,2,657.13,3.24,"Len","Warren","Phoenix Suns"
"0021500466",123,2,632.86,5.84,"Dellavedova","Jefferson","Cleveland Cavaliers"
"0021500466",207,2,174.25,6.32,"Len","Tucker","Phoenix Suns"
"0021500466",246,3,587.07,3.44,"James","Smith","Cleveland Cavaliers"
"0021500466",361,3,68.21,6.2,"Mozgov","Irving","Cleveland Cavaliers"
"0021500466",390,4,607.71,3.12,"Chandler","Knight","Phoenix Suns"
"0021500467",25,1,482.36,3.72,"Noel","Canaan","Philadelphia 76ers"
"0021500467",52,1,363.7,6.36,"Booker","Hayward","Utah Jazz"
"0021500467",52,1,363.7,4.16,"Withey","Hayward","Utah Jazz"
"0021500467",66,1,311.49,3.24,"Withey","Ingles","Utah Jazz"
"0021500467",101,1,153.5,6.88,"Booker","Booker","Utah Jazz"
"0021500467",101,1,149.34,3.64,"Neto","Booker","Utah Jazz"
"0021500467",121,1,56.9,6.88,"Thompson","Thompson","Philadelphia 76ers"
"0021500467",121,1,50.41,4,"Holmes","Thompson","Philadelphia 76ers"
"0021500467",182,2,455.49,3.04,"Lyles","Burke","Utah Jazz"
"0021500467",226,2,297.76,3.16,"Landry","Canaan","Philadelphia 76ers"
"0021500467",270,2,88.77,3.16,"Holmes","Thompson","Philadelphia 76ers"
"0021500467",312,3,629.51,3.36,"Noel","Grant","Philadelphia 76ers"
"0021500467",312,3,625.91,3.48,"Canaan","Grant","Philadelphia 76ers"
"0021500467",368,3,405.17,3.24,"Holmes","Covington","Philadelphia 76ers"
"0021500467",452,4,629.24,4.56,"Withey","Hood","Utah Jazz"
"0021500467",452,4,628.68,4,"Neto","Hood","Utah Jazz"
"0021500467",509,4,371.33,4.2,"Holmes","Covington","Philadelphia 76ers"
"0021500467",537,4,256.64,3.24,"Lyles","Burke","Utah Jazz"
"0021500467",571,4,69.89,4.24,"Booker","Hood","Utah Jazz"
"0021500468",49,1,475.5,3.08,"McLemore","Gay","Sacramento Kings"
"0021500468",83,1,302.39,3.48,"McLemore","Collison","Sacramento Kings"
"0021500468",161,2,711.09,3.12,"Anderson","Casspi","Sacramento Kings"
"0021500468",161,2,704.31,7.68,"Acy","Casspi","Sacramento Kings"
"0021500468",308,3,675.78,3.64,"Green","Thompson","Golden State Warriors"
"0021500468",382,3,338.86,4.12,"Gay","Casspi","Sacramento Kings"
"0021500468",382,3,340.82,3.12,"Collison","Casspi","Sacramento Kings"
"0021500468",511,4,327.22,4.64,"Acy","Casspi","Sacramento Kings"
"0021500468",572,4,30.88,4,"Thompson","Clark","Golden State Warriors"
"0021500469",146,2,462.56,4.84,"Baynes","Tolliver","Detroit Pistons"
"0021500469",211,2,91.28,3.56,"Lopez","Afflalo","New York Knicks"
"0021500469",211,2,99.59,3.44,"Porzingis","Afflalo","New York Knicks"
"0021500469",299,3,256.55,3.6,"Drummond","Ilyasova","Detroit Pistons"
"0021500469",313,3,183.85,3.72,"Thomas","Anthony","New York Knicks"
"0021500469",437,4,241.32,3.56,"Drummond","Jackson","Detroit Pistons"
"0021500469",472,4,139.19,3.32,"Ilyasova","Ilyasova","Detroit Pistons"
"0021500469",472,4,139.7,4.16,"Baynes","Ilyasova","Detroit Pistons"
"0021500470",151,2,633.96,3.28,"Patterson","Mack","Atlanta Hawks"
"0021500470",173,2,463.37,3.96,"Scott","Mack","Atlanta Hawks"
"0021500470",224,2,231.87,4.16,"Howard","Beverley","Houston Rockets"
"0021500470",275,3,674.75,3.4,"Millsap","Millsap","Atlanta Hawks"
"0021500470",276,3,652.13,3.76,"Millsap","Korver","Atlanta Hawks"
"0021500470",286,3,608.43,6.12,"Horford","Korver","Atlanta Hawks"
"0021500470",311,3,443.8,3.68,"Teague","Bazemore","Atlanta Hawks"
"0021500470",357,3,241.25,3.08,"Millsap","Bazemore","Atlanta Hawks"
"0021500470",373,3,179.08,4.76,"Scott","Scott","Atlanta Hawks"
"0021500470",460,4,514.22,3.04,"Horford","Mack","Atlanta Hawks"
"0021500470",602,4,86.46,4.28,"Millsap","Bazemore","Atlanta Hawks"
"0021500471",21,1,498.44,4,"Whiteside","Deng","Miami Heat"
"0021500471",26,1,422.87,3.76,"Whiteside","Deng","Miami Heat"
"0021500471",90,1,51.34,5.12,"Whiteside","Johnson","Miami Heat"
"0021500471",132,2,547.34,3.56,"Green","Chalmers","Memphis Grizzlies"
"0021500471",242,3,614.44,5.08,"Randolph","Green","Memphis Grizzlies"
"0021500471",279,3,355.21,4.52,"Wade","Deng","Miami Heat"
"0021500471",279,3,352.37,4.04,"Deng","Deng","Miami Heat"
"0021500471",349,4,619.01,7.08,"Green","Carter","Memphis Grizzlies"
"0021500471",358,4,582.36,3.08,"Randolph","Carter","Memphis Grizzlies"
"0021500472",57,1,365.12,4.44,"Durant","Durant","Oklahoma City Thunder"
"0021500472",87,1,223.08,5.08,"Adams","Durant","Oklahoma City Thunder"
"0021500472",189,2,497.84,5.08,"Henson","Mayo","Milwaukee Bucks"
"0021500472",228,2,287.54,5.68,"Antetokounmpo","Bayless","Milwaukee Bucks"
"0021500472",445,3,22.66,6.6,"O'Bryant","Middleton","Milwaukee Bucks"
"0021500472",465,4,644.91,5,"Kanter","Morrow","Oklahoma City Thunder"
"0021500472",527,4,577.31,6.16,"Plumlee","Mayo","Milwaukee Bucks"
"0021500473",100,1,30.28,3.2,"Mozgov","Shumpert","Cleveland Cavaliers"
"0021500473",153,2,384.21,5.32,"Arthur","Barton","Denver Nuggets"
"0021500473",171,2,270.89,4.92,"Foye","Barton","Denver Nuggets"
"0021500473",171,2,269.49,3.68,"Lauvergne","Barton","Denver Nuggets"
"0021500473",219,2,22.51,3.16,"Faried","Barton","Denver Nuggets"
"0021500473",219,2,16.36,3.04,"Lauvergne","Barton","Denver Nuggets"
"0021500473",258,3,466.91,3.08,"Faried","Harris","Denver Nuggets"
"0021500473",267,3,164.03,5.4,"James","Shumpert","Cleveland Cavaliers"
"0021500473",267,3,162.79,4.16,"Mozgov","Shumpert","Cleveland Cavaliers"
"0021500473",332,3,58.07,3.4,"Smith","Smith","Cleveland Cavaliers"
"0021500473",408,4,443.21,4.64,"Shumpert","Dellavedova","Cleveland Cavaliers"
"0021500474",31,1,511.09,8.16,"Jordan","Redick","Los Angeles Clippers"
"0021500474",89,1,263.56,3.88,"Zeller","Batum","Charlotte Hornets"
"0021500474",91,1,242.85,3.84,"Jordan","Crawford","Los Angeles Clippers"
"0021500474",91,1,249.89,5.68,"Johnson","Crawford","Los Angeles Clippers"
"0021500474",194,2,505.67,6.16,"Aldrich","Rivers","Los Angeles Clippers"
"0021500474",236,2,306.15,4.8,"Jordan","Pierce","Los Angeles Clippers"
"0021500474",312,3,688.24,4.72,"Jordan","Paul","Los Angeles Clippers"
"0021500474",320,3,626.4,4.4,"Zeller","Batum","Charlotte Hornets"
"0021500474",389,3,222.49,6.04,"Batum","Lamb","Charlotte Hornets"
"0021500474",409,3,115.42,3.56,"Crawford","Prigioni","Los Angeles Clippers"
"0021500474",409,3,110.97,3.64,"Jordan","Prigioni","Los Angeles Clippers"
"0021500474",493,4,329.22,3.08,"Zeller","Batum","Charlotte Hornets"
"0021500475",10,1,588.3,3.4,"Vucevic","Frye","Orlando Magic"
