"gameid","eventid","quarter","clock","timeinkey","player","shootername","teamName"
"0021500321",481,4,533.44,5.12,"Blair","Neal","Washington Wizards"
"0021500321",481,4,536.72,6,"Temple","Neal","Washington Wizards"
"0021500321",499,4,473.04,4.76,"Motiejunas","Terry","Houston Rockets"
"0021500321",509,4,409.15,4.36,"Motiejunas","Harden","Houston Rockets"
"0021500321",523,4,350.7,4.84,"Temple","Neal","Washington Wizards"
"0021500321",566,4,98.2,4.92,"Terry","Beverley","Houston Rockets"
"0021500321",576,4,34.85,4.56,"Gortat","Wall","Washington Wizards"
"0021500322",33,1,384.97,4.24,"Drummond","Jackson","Detroit Pistons"
"0021500322",107,2,572.39,3.04,"Gasol","Conley","Memphis Grizzlies"
"0021500322",107,2,575.71,3.4,"Lee","Conley","Memphis Grizzlies"
"0021500322",119,2,484.27,3.92,"Baynes","Blake","Detroit Pistons"
"0021500322",133,2,375.38,5.64,"Baynes","Hilliard","Detroit Pistons"
"0021500322",217,3,694.33,3.16,"Ilyasova","Morris","Detroit Pistons"
"0021500322",258,3,328.3,5.32,"Caldwell-Pope","Ilyasova","Detroit Pistons"
"0021500322",348,4,593.62,4.32,"Lee","Barnes","Memphis Grizzlies"
"0021500322",360,4,514.65,3.6,"Tolliver","Blake","Detroit Pistons"
"0021500322",360,4,515.49,6.24,"Baynes","Blake","Detroit Pistons"
"0021500322",365,4,484.59,3.6,"Baynes","Blake","Detroit Pistons"
"0021500322",394,4,314.68,6.76,"Randolph","Lee","Memphis Grizzlies"
"0021500322",394,4,314.68,4.56,"Barnes","Lee","Memphis Grizzlies"
"0021500322",421,4,181.46,4.8,"Ilyasova","Caldwell-Pope","Detroit Pistons"
"0021500322",433,4,146.71,3.76,"Randolph","Conley","Memphis Grizzlies"
"0021500322",447,4,122.14,3.56,"Drummond","Jackson","Detroit Pistons"
"0021500322",447,4,120.71,3.96,"Caldwell-Pope","Jackson","Detroit Pistons"
"0021500322",458,4,53.87,3.6,"Drummond","Jackson","Detroit Pistons"
"0021500323",156,2,499.16,3.52,"Duncan","Green","San Antonio Spurs"
"0021500323",156,2,501.32,3.04,"Aldridge","Green","San Antonio Spurs"
"0021500323",290,3,463.77,4.84,"Duncan","Green","San Antonio Spurs"
"0021500323",290,3,463.77,4.84,"Leonard","Green","San Antonio Spurs"
"0021500323",304,3,438.77,3.96,"Duncan","Green","San Antonio Spurs"
"0021500323",304,3,439.21,5.88,"Aldridge","Green","San Antonio Spurs"
"0021500323",352,3,127.49,3.12,"West","Diaw","San Antonio Spurs"
"0021500323",397,4,618.93,3.52,"Ross","Patterson","Toronto Raptors"
"0021500323",402,4,576.98,8.2,"West","Mills","San Antonio Spurs"
"0021500323",402,4,575.06,4.4,"Diaw","Mills","San Antonio Spurs"
"0021500323",458,4,262.58,7.52,"Aldridge","Leonard","San Antonio Spurs"
"0021500323",500,4,38.5,3.44,"Ginobili","Ginobili","San Antonio Spurs"
"0021500323",500,4,38.5,3.56,"Aldridge","Ginobili","San Antonio Spurs"
"0021500324",85,1,239.63,4.56,"Monroe","Middleton","Milwaukee Bucks"
"0021500324",92,1,165.18,3.64,"Smith","Johnson","Los Angeles Clippers"
"0021500324",133,2,681,8.04,"Jordan","Crawford","Los Angeles Clippers"
"0021500324",135,2,655.8,5.32,"Henson","O'Bryant","Milwaukee Bucks"
"0021500324",135,2,651.92,3.8,"O'Bryant","O'Bryant","Milwaukee Bucks"
"0021500324",137,2,622.28,6.12,"Jordan","Pierce","Los Angeles Clippers"
"0021500324",233,2,157.51,3.16,"Jordan","Johnson","Los Angeles Clippers"
"0021500324",300,3,494.51,3.48,"Monroe","Mayo","Milwaukee Bucks"
"0021500324",317,3,350.91,7.36,"Jordan","Paul","Los Angeles Clippers"
"0021500325",33,1,478.98,3.12,"Nance Jr.","Bryant","Los Angeles Lakers"
"0021500325",97,1,77.01,4.52,"Dieng","Martin","Minnesota Timberwolves"
"0021500325",97,1,77.81,3.52,"Muhammad","Martin","Minnesota Timberwolves"
"0021500325",153,2,527.52,3.28,"Sacre","Russell","Los Angeles Lakers"
"0021500325",268,3,500.68,5.8,"Hibbert","Williams","Los Angeles Lakers"
"0021500325",422,4,510.08,8.84,"Dieng","Martin","Minnesota Timberwolves"
"0021500325",420,4,506.47,3.16,"Payne","Martin","Minnesota Timberwolves"
"0021500325",447,4,337.75,3.52,"Martin","Martin","Minnesota Timberwolves"
"0021500325",447,4,339.03,7.88,"Dieng","Martin","Minnesota Timberwolves"
"0021500325",447,4,336.55,3.92,"Towns","Martin","Minnesota Timberwolves"
"0021500325",469,4,232.11,3.68,"Towns","Martin","Minnesota Timberwolves"
"0021500326",53,1,382.97,4.12,"Len","Bledsoe","Phoenix Suns"
"0021500326",319,3,308.77,5.8,"Vucevic","Napier","Orlando Magic"
"0021500326",367,3,92.15,3.36,"Gordon","Napier","Orlando Magic"
"0021500326",406,4,604.87,3.24,"Payton","Fournier","Orlando Magic"
"0021500326",420,4,514.29,3.88,"Fournier","Fournier","Orlando Magic"
"0021500327",10,1,638.92,8.96,"Porzingis","Afflalo","New York Knicks"
"0021500327",59,1,347.67,3.2,"Seraphin","Calderon","New York Knicks"
"0021500327",128,2,693.58,3.16,"Williams","Grant","New York Knicks"
"0021500327",188,2,295.86,3.04,"Lopez","Calderon","New York Knicks"
"0021500327",195,2,261.96,3.92,"Lopez","Anthony","New York Knicks"
"0021500327",196,2,248.68,3.76,"Hood","Hood","Utah Jazz"
"0021500327",196,2,251.2,3.96,"Lyles","Hood","Utah Jazz"
"0021500327",196,2,229.44,4.2,"Favors","Hood","Utah Jazz"
"0021500327",196,2,214.64,3.96,"Favors","Hood","Utah Jazz"
"0021500327",225,2,63.23,5.64,"Lopez","Vujacic","New York Knicks"
"0021500327",320,3,246.08,4.92,"Booker","Burke","Utah Jazz"
"0021500327",400,4,577.86,3.44,"Lyles","Burke","Utah Jazz"
"0021500327",455,4,317.42,6.2,"Withey","Burke","Utah Jazz"
"0021500327",455,4,319.98,3.32,"Lyles","Burke","Utah Jazz"
"0021500327",507,4,116.83,5.24,"Amundson","O'Quinn","New York Knicks"
"0021500328",21,1,511.38,4.88,"Millsap","Sefolosha","Atlanta Hawks"
"0021500328",26,1,477.87,3.88,"Millsap","Teague","Atlanta Hawks"
"0021500328",122,2,630.49,3.64,"Splitter","Patterson","Atlanta Hawks"
"0021500328",132,2,537.51,3.6,"Nowitzki","Parsons","Dallas Mavericks"
"0021500328",132,2,541.83,3.68,"Powell","Parsons","Dallas Mavericks"
"0021500328",176,2,289.17,3.6,"Millsap","Muscala","Atlanta Hawks"
"0021500328",171,2,305.42,4.44,"Muscala","Muscala","Atlanta Hawks"
"0021500328",205,2,168.73,3.52,"Korver","Teague","Atlanta Hawks"
"0021500328",219,2,90.67,9.12,"Pachulia","Nowitzki","Dallas Mavericks"
"0021500328",327,3,175.7,3.08,"Muscala","Millsap","Atlanta Hawks"
"0021500328",510,4,81.75,3.24,"Millsap","Bazemore","Atlanta Hawks"
"0021500329",20,1,601.91,3.08,"Noel","Canaan","Philadelphia 76ers"
"0021500329",20,1,606.34,7.44,"Okafor","Canaan","Philadelphia 76ers"
"0021500329",28,1,522.81,3.16,"Young","Bogdanovic","Brooklyn Nets"
"0021500329",55,1,390.2,5.28,"Holmes","Covington","Philadelphia 76ers"
"0021500329",108,1,106.13,5.6,"Stauskas","McConnell","Philadelphia 76ers"
"0021500329",140,2,662.98,3.56,"Okafor","Thompson","Philadelphia 76ers"
"0021500329",200,2,327.66,4.12,"Holmes","Stauskas","Philadelphia 76ers"
"0021500329",214,2,259.71,3.76,"Holmes","McConnell","Philadelphia 76ers"
"0021500329",218,2,191.07,5.88,"Holmes","Grant","Philadelphia 76ers"
"0021500329",273,3,668.72,3.56,"Lopez","Jack","Brooklyn Nets"
"0021500329",338,3,282.08,3.4,"Holmes","Stauskas","Philadelphia 76ers"
"0021500329",373,3,99,5.48,"Thompson","Stauskas","Philadelphia 76ers"
"0021500329",461,4,414.83,3.8,"Young","Brown","Brooklyn Nets"
"0021500330",117,2,608.73,4.72,"Noah","Brooks","Chicago Bulls"
"0021500330",222,2,108.43,9.28,"Jordan","Griffin","Los Angeles Clippers"
"0021500330",315,3,310.46,3.2,"Gibson","Hinrich","Chicago Bulls"
"0021500330",337,3,179.24,4.4,"Mirotic","Hinrich","Chicago Bulls"
"0021500330",360,3,53.84,3.28,"Noah","Mirotic","Chicago Bulls"
"0021500330",440,4,335.2,3.44,"Brooks","Rose","Chicago Bulls"
"0021500330",440,4,322.23,4.76,"Gibson","Rose","Chicago Bulls"
"0021500330",450,4,193.28,3.28,"Crawford","Paul","Los Angeles Clippers"
"0021500330",450,4,187,5.8,"Jordan","Paul","Los Angeles Clippers"
"0021500330",478,4,40.09,4.24,"Jordan","Johnson","Los Angeles Clippers"
"0021500331",36,1,388.92,3.36,"Roberson","Ibaka","Oklahoma City Thunder"
"0021500331",36,1,394.66,3.68,"Adams","Ibaka","Oklahoma City Thunder"
"0021500331",51,1,297.56,3.28,"Durant","Waiters","Oklahoma City Thunder"
"0021500331",165,2,480.39,4.28,"Adams","Durant","Oklahoma City Thunder"
"0021500331",184,2,371.25,3.2,"Millsap","Schroder","Atlanta Hawks"
"0021500331",304,3,316.4,5.12,"Millsap","Horford","Atlanta Hawks"
"0021500331",387,4,591.68,4,"Collison","Morrow","Oklahoma City Thunder"
"0021500331",387,4,598.51,3.72,"Waiters","Morrow","Oklahoma City Thunder"
"0021500331",410,4,463.37,3.2,"Collison","Morrow","Oklahoma City Thunder"
"0021500331",495,4,78.6,3.6,"Adams","Westbrook","Oklahoma City Thunder"
"0021500332",50,1,316.6,3.8,"Porzingis","Calderon","New York Knicks"
"0021500332",175,2,361.36,3.44,"Lopez","Calderon","New York Knicks"
"0021500332",316,3,372.65,4.32,"Porzingis","Afflalo","New York Knicks"
"0021500332",397,4,652.62,4.68,"Thomas","Galloway","New York Knicks"
"0021500332",450,4,379.96,3.04,"Anthony","Vujacic","New York Knicks"
"0021500332",480,4,227.49,4.68,"Rondo","Gay","Sacramento Kings"
"0021500332",480,4,233.45,3.96,"Collison","Gay","Sacramento Kings"
"0021500332",480,4,235.85,3.52,"Cousins","Gay","Sacramento Kings"
"0021500332",499,4,99.97,3.64,"Anthony","Porzingis","New York Knicks"
"0021500333",41,1,406.21,5.44,"Stoudemire","Deng","Miami Heat"
"0021500333",84,1,198.68,3.52,"Miles","Miles","Indiana Pacers"
"0021500333",91,1,173.23,3.12,"Hill","Miles","Indiana Pacers"
"0021500333",119,1,35.36,3.4,"Winslow","Bosh","Miami Heat"
"0021500333",215,2,172.84,3.4,"Mahinmi","Ellis","Indiana Pacers"
"0021500333",275,3,616.65,3.44,"Allen","Ellis","Indiana Pacers"
"0021500333",292,3,517.67,5.12,"Whiteside","Deng","Miami Heat"
"0021500333",333,3,274.88,3.6,"Mahinmi","Miles","Indiana Pacers"
"0021500333",362,3,95.37,4.28,"Whiteside","Green","Miami Heat"
"0021500333",362,3,83.37,4.6,"Winslow","Green","Miami Heat"
"0021500333",363,3,52.04,5.56,"Whiteside","Dragic","Miami Heat"
"0021500333",424,4,460.84,3.12,"Mahinmi","Miles","Indiana Pacers"
"0021500333",426,4,427.67,3.4,"Mahinmi","Hill","Indiana Pacers"
"0021500334",11,1,584.78,3.44,"Mozgov","Dellavedova","Cleveland Cavaliers"
"0021500334",73,1,231.24,3.16,"Payton","Gordon","Orlando Magic"
"0021500334",88,1,169.71,3.4,"Love","Jefferson","Cleveland Cavaliers"
"0021500334",161,2,464.11,3.56,"Nicholson","Harris","Orlando Magic"
"0021500334",295,3,430.01,4.2,"Dedmon","Oladipo","Orlando Magic"
"0021500334",410,4,555.9,5.32,"Smith","Hezonja","Orlando Magic"
"0021500335",18,1,539.15,3.68,"Morris","Jackson","Detroit Pistons"
"0021500335",145,2,515.17,4.76,"Sampson","Marshall","Philadelphia 76ers"
"0021500335",289,3,584.3,3.12,"Noel","Covington","Philadelphia 76ers"
"0021500335",310,3,477.35,4.32,"Okafor","Covington","Philadelphia 76ers"
"0021500335",315,3,439.04,5.04,"Ilyasova","Morris","Detroit Pistons"
"0021500335",313,3,439.24,3.76,"Morris","Morris","Detroit Pistons"
"0021500335",330,3,381.86,3.04,"Morris","Jackson","Detroit Pistons"
"0021500335",330,3,372.5,4.12,"Drummond","Jackson","Detroit Pistons"
"0021500335",346,3,294.1,3.04,"Drummond","Caldwell-Pope","Detroit Pistons"
"0021500335",353,3,234.04,3.64,"Ilyasova","Morris","Detroit Pistons"
"0021500335",417,4,647.78,4.72,"Baynes","Caldwell-Pope","Detroit Pistons"
"0021500335",476,4,286.73,3.44,"Drummond","Caldwell-Pope","Detroit Pistons"
"0021500335",479,4,255.22,3.36,"McConnell","Stauskas","Philadelphia 76ers"
"0021500335",479,4,254.58,4.64,"Okafor","Stauskas","Philadelphia 76ers"
"0021500335",518,4,28.25,3.48,"Baynes","Blake","Detroit Pistons"
"0021500335",518,4,30.85,3.04,"Bullock","Blake","Detroit Pistons"
"0021500336",44,1,388.43,4.4,"Clark","Curry","Golden State Warriors"
"0021500336",57,1,329.26,4.08,"Green","Green","Golden State Warriors"
"0021500336",58,1,300,3.12,"Johnson","Bradley","Boston Celtics"
"0021500336",74,1,219.66,3.44,"Johnson","Bradley","Boston Celtics"
"0021500336",106,1,84.49,3.52,"Ezeli","Green","Golden State Warriors"
"0021500336",316,3,518.99,5.8,"Johnson","Sullinger","Boston Celtics"
"0021500336",524,4,201.46,9.92,"Ezeli","Green","Golden State Warriors"
"0021500337",31,1,544.67,4.32,"Scola","Scola","Toronto Raptors"
"0021500337",31,1,533.87,4.12,"Biyombo","Scola","Toronto Raptors"
"0021500337",65,1,332.22,3.04,"Middleton","Middleton","Milwaukee Bucks"
"0021500337",189,2,361.87,5.68,"Middleton","Mayo","Milwaukee Bucks"
"0021500337",303,3,470.86,3.08,"Lowry","DeRozan","Toronto Raptors"
"0021500337",348,3,199.51,3.6,"Monroe","Mayo","Milwaukee Bucks"
"0021500337",465,4,237.93,5.84,"Henson","Antetokounmpo","Milwaukee Bucks"
"0021500337",465,4,245.49,4.6,"Middleton","Antetokounmpo","Milwaukee Bucks"
"0021500338",2,1,691.83,4.32,"Batum","Williams","Charlotte Hornets"
"0021500338",2,1,691.91,3.88,"Hairston","Williams","Charlotte Hornets"
"0021500338",12,1,619.56,3.36,"Walker","Hairston","Charlotte Hornets"
"0021500338",12,1,630.72,4.12,"Zeller","Hairston","Charlotte Hornets"
"0021500338",12,1,629.05,3.76,"Hairston","Hairston","Charlotte Hornets"
"0021500338",265,2,73.93,3.68,"Randolph","Lee","Memphis Grizzlies"
"0021500338",265,2,62.53,3.16,"Gasol","Lee","Memphis Grizzlies"
"0021500338",306,3,582.68,5.52,"Zeller","Batum","Charlotte Hornets"
"0021500338",314,3,533.09,3.76,"Gasol","Green","Memphis Grizzlies"
"0021500338",366,3,178.75,3.6,"Randolph","Barnes","Memphis Grizzlies"
"0021500338",373,3,137.63,3.04,"Kaminsky","Kaminsky","Charlotte Hornets"
"0021500338",436,4,657.01,3.28,"Hawes","Walker","Charlotte Hornets"
"0021500338",505,4,302.27,4.44,"Zeller","Williams","Charlotte Hornets"
"0021500338",510,4,245.67,4.28,"Zeller","Walker","Charlotte Hornets"
"0021500339",34,1,474.06,3.92,"Davis","Evans","New Orleans Pelicans"
"0021500339",36,1,452.23,3.96,"Gortat","Porter","Washington Wizards"
"0021500339",41,1,372.97,3.4,"Asik","Gordon","New Orleans Pelicans"
"0021500339",69,1,233.47,7.24,"Ajinca","Gordon","New Orleans Pelicans"
"0021500339",121,2,653.58,4.2,"Hollins","Sessions","Washington Wizards"
"0021500339",158,2,439.59,3.2,"Oubre","Neal","Washington Wizards"
"0021500339",233,2,94.58,3.32,"Gortat","Wall","Washington Wizards"
"0021500339",426,4,512.06,4.08,"Blair","Neal","Washington Wizards"
"0021500339",466,4,260.7,5.64,"Davis","Evans","New Orleans Pelicans"
"0021500340",65,1,380.02,3.8,"Faried","Harris","Denver Nuggets"
"0021500340",124,1,75.5,3.16,"Martin","Martin","Minnesota Timberwolves"
"0021500340",128,1,77.62,3.92,"Muhammad","Martin","Minnesota Timberwolves"
"0021500340",150,2,677.25,3.12,"Dieng","Prince","Minnesota Timberwolves"
"0021500340",150,2,669.4,4.04,"Muhammad","Prince","Minnesota Timberwolves"
"0021500340",276,2,55.28,3.12,"Martin","Martin","Minnesota Timberwolves"
"0021500340",361,3,300.59,3.76,"Faried","Nelson","Denver Nuggets"
"0021500340",372,3,176.59,3.36,"Dieng","Bjelica","Minnesota Timberwolves"
"0021500340",434,4,525,3.08,"Jokic","Jokic","Denver Nuggets"
"0021500341",6,1,671.29,4.2,"Lyles","Hood","Utah Jazz"
"0021500341",41,1,458.5,6.2,"Favors","Hayward","Utah Jazz"
"0021500341",72,1,238.28,5.48,"Booker","Hayward","Utah Jazz"
"0021500341",87,1,170.22,3.4,"Collison","Westbrook","Oklahoma City Thunder"
"0021500341",87,1,167.26,3.88,"Kanter","Westbrook","Oklahoma City Thunder"
"0021500341",88,1,142.7,3.64,"Booker","Burks","Utah Jazz"
"0021500341",112,1,41.08,4.36,"Collison","Augustin","Oklahoma City Thunder"
"0021500341",147,2,496.07,3.84,"Kanter","Waiters","Oklahoma City Thunder"
"0021500341",156,2,472.85,4,"Booker","Burke","Utah Jazz"
"0021500341",207,2,184.29,3.28,"Hood","Hayward","Utah Jazz"
"0021500341",236,2,16.78,4.36,"Adams","Westbrook","Oklahoma City Thunder"
"0021500341",271,3,467.36,4.72,"Lyles","Hayward","Utah Jazz"
"0021500341",299,3,271.58,6.2,"Durant","Durant","Oklahoma City Thunder"
"0021500341",299,3,272.94,6.72,"Kanter","Durant","Oklahoma City Thunder"
"0021500341",328,3,152.76,3.68,"Booker","Burks","Utah Jazz"
"0021500341",342,3,81.58,4.48,"Booker","Hayward","Utah Jazz"
"0021500341",382,4,536.33,5.52,"Kanter","Morrow","Oklahoma City Thunder"
"0021500341",425,4,290.24,4.16,"Booker","Burke","Utah Jazz"
"0021500341",458,4,82.39,5.52,"Durant","Durant","Oklahoma City Thunder"
"0021500341",461,4,64.46,4.96,"Booker","Burke","Utah Jazz"
"0021500342",22,1,548.96,7.08,"Hibbert","Williams","Los Angeles Lakers"
"0021500342",28,1,517.04,3.08,"Williams","Russell","Los Angeles Lakers"
"0021500342",28,1,502.41,3.08,"Aldridge","Green","San Antonio Spurs"
"0021500342",35,1,412.21,5.88,"Aldridge","Green","San Antonio Spurs"
"0021500342",56,1,258.59,8.12,"Duncan","Leonard","San Antonio Spurs"
"0021500342",98,1,25.52,4.12,"Diaw","Mills","San Antonio Spurs"
"0021500342",98,1,29.68,5.76,"Aldridge","Mills","San Antonio Spurs"
"0021500342",114,2,605.24,3.8,"Sacre","Young","Los Angeles Lakers"
"0021500342",114,2,612.04,3.68,"Randle","Young","Los Angeles Lakers"
"0021500342",143,2,447.38,3.08,"Sacre","Russell","Los Angeles Lakers"
"0021500342",148,2,399.89,4.08,"Bryant","Russell","Los Angeles Lakers"
"0021500342",157,2,341.57,3.44,"Aldridge","Mills","San Antonio Spurs"
"0021500342",194,2,153.22,4.16,"Hibbert","Russell","Los Angeles Lakers"
"0021500342",194,2,159.78,3.16,"Russell","Russell","Los Angeles Lakers"
"0021500342",318,3,281.13,3.56,"Bryant","Russell","Los Angeles Lakers"
"0021500342",318,3,271.97,3.4,"Randle","Russell","Los Angeles Lakers"
"0021500342",318,3,280.05,3.8,"Russell","Russell","Los Angeles Lakers"
"0021500342",431,4,374.76,5.36,"Hibbert","Russell","Los Angeles Lakers"
"0021500342",455,4,267.5,5.72,"Diaw","McCallum","San Antonio Spurs"
"0021500342",455,4,276.37,4.52,"Marjanovic","McCallum","San Antonio Spurs"
"0021500343",16,1,591.28,3.96,"Len","Knight","Phoenix Suns"
"0021500343",23,1,557.05,4.28,"Vonleh","Aminu","Portland Trail Blazers"
"0021500343",57,1,336.73,3.24,"Vonleh","Lillard","Portland Trail Blazers"
"0021500343",142,2,586.86,3.48,"Warren","Teletovic","Phoenix Suns"
"0021500343",165,2,439.96,3.56,"McCollum","Henderson","Portland Trail Blazers"
"0021500343",172,2,419.17,5.16,"Len","Leuer","Phoenix Suns"
"0021500343",178,2,358,3.24,"Davis","Leonard","Portland Trail Blazers"
"0021500343",197,2,311.14,3.56,"Len","Price","Phoenix Suns"
"0021500344",11,1,640.31,5.52,"Young","Bogdanovic","Brooklyn Nets"
"0021500344",11,1,642.88,3.04,"Bogdanovic","Bogdanovic","Brooklyn Nets"
"0021500344",40,1,391.96,3.88,"Lopez","Bogdanovic","Brooklyn Nets"
"0021500344",143,2,438.9,3.68,"Young","Brown","Brooklyn Nets"
"0021500344",161,2,340.63,5.56,"Jordan","Crawford","Los Angeles Clippers"
"0021500344",205,2,141.36,3.04,"Young","Jack","Brooklyn Nets"
"0021500344",226,2,100.58,4.28,"Jordan","Redick","Los Angeles Clippers"
"0021500344",266,3,650.3,3.28,"Young","Johnson","Brooklyn Nets"
"0021500344",277,3,580.9,3.72,"Jordan","Paul","Los Angeles Clippers"
"0021500344",277,3,584.37,3.76,"Mbah a Moute","Paul","Los Angeles Clippers"
"0021500345",4,1,695.29,4.04,"Zeller","Williams","Charlotte Hornets"
"0021500345",81,1,189.35,4.36,"Zeller","Kaminsky","Charlotte Hornets"
"0021500345",92,1,144.49,3.32,"Hawes","Walker","Charlotte Hornets"
"0021500345",142,2,491.02,3.04,"Hawes","Hairston","Charlotte Hornets"
"0021500345",270,3,368.6,3.56,"Olynyk","Crowder","Boston Celtics"
"0021500345",425,4,154.99,5.44,"Batum","Walker","Charlotte Hornets"
"0021500345",425,4,166.55,5.56,"Zeller","Walker","Charlotte Hornets"
"0021500345",464,4,24.02,3.16,"Williams","Batum","Charlotte Hornets"
"0021500345",456,4,28.18,7.24,"Walker","Batum","Charlotte Hornets"
"0021500345",456,4,28.91,7.32,"Zeller","Batum","Charlotte Hornets"
"0021500346",43,1,427.51,3.16,"Drummond","Ilyasova","Detroit Pistons"
"0021500346",53,1,375.39,4.4,"Drummond","Ilyasova","Detroit Pistons"
"0021500346",55,1,329.79,3.08,"Drummond","Caldwell-Pope","Detroit Pistons"
"0021500346",60,1,281.29,5.24,"Drummond","Jackson","Detroit Pistons"
"0021500346",124,2,611.13,5.2,"Baynes","Blake","Detroit Pistons"
"0021500346",124,2,611.41,3.4,"Johnson","Blake","Detroit Pistons"
"0021500346",127,2,593.18,3.88,"Hill","Ellis","Indiana Pacers"
"0021500346",129,2,563.15,6.4,"Allen","Budinger","Indiana Pacers"
"0021500346",136,2,549.12,8.12,"Baynes","Blake","Detroit Pistons"
"0021500346",264,3,618.72,4.68,"Drummond","Morris","Detroit Pistons"
"0021500346",324,3,258.23,7.52,"Morris","Jackson","Detroit Pistons"
"0021500346",324,3,273.14,9.4,"Drummond","Jackson","Detroit Pistons"
"0021500346",348,3,148.67,6.4,"Hill","George","Indiana Pacers"
"0021500346",380,4,661.04,3.24,"Baynes","Tolliver","Detroit Pistons"
"0021500346",412,4,411.93,3.92,"Tolliver","Johnson","Detroit Pistons"
"0021500346",463,4,184.93,5.28,"Anthony","Johnson","Detroit Pistons"
"0021500346",461,4,188.44,4.6,"Bullock","Johnson","Detroit Pistons"
"0021500346",479,4,95.9,6.12,"Anthony","Hilliard","Detroit Pistons"
"0021500346",479,4,90.66,4.44,"Bullock","Hilliard","Detroit Pistons"
"0021500346",479,4,83.21,3.64,"Johnson","Hilliard","Detroit Pistons"
"0021500347",45,1,405.92,4.64,"Duncan","Green","San Antonio Spurs"
"0021500347",43,1,409.46,3.72,"Parker","Green","San Antonio Spurs"
"0021500347",72,1,234.19,4.72,"Aldridge","Mills","San Antonio Spurs"
"0021500347",235,2,110.74,3.92,"Millsap","Teague","Atlanta Hawks"
"0021500347",240,2,63.49,3.72,"Duncan","Ginobili","San Antonio Spurs"
"0021500347",290,3,503.55,3.04,"Duncan","Leonard","San Antonio Spurs"
"0021500347",290,3,507.3,4.44,"Aldridge","Leonard","San Antonio Spurs"
"0021500347",289,3,503.75,4.76,"Leonard","Leonard","San Antonio Spurs"
"0021500347",306,3,397.47,3.48,"Parker","Green","San Antonio Spurs"
"0021500347",306,3,399.5,5.28,"Aldridge","Green","San Antonio Spurs"
"0021500347",306,3,391.88,3.04,"Green","Green","San Antonio Spurs"
"0021500347",306,3,390.79,3.72,"Leonard","Green","San Antonio Spurs"
"0021500347",368,3,60.11,3.36,"Muscala","Bazemore","Atlanta Hawks"
"0021500347",373,3,50.37,3.28,"West","Ginobili","San Antonio Spurs"
"0021500347",414,4,554.64,5.48,"Splitter","Schroder","Atlanta Hawks"
"0021500347",467,4,375.36,3.84,"Duncan","Butler","San Antonio Spurs"
"0021500347",485,4,227.01,6.52,"Tavares","Mack","Atlanta Hawks"
"0021500348",102,1,71.83,6.08,"Asik","Gee","New Orleans Pelicans"
"0021500348",107,1,36.81,4.8,"Noah","Mirotic","Chicago Bulls"
"0021500348",123,2,662.27,6.52,"Noah","McDermott","Chicago Bulls"
"0021500348",134,2,592.63,5.12,"Noah","Mirotic","Chicago Bulls"
"0021500348",188,2,322.32,3.2,"Gibson","Snell","Chicago Bulls"
"0021500348",219,2,134.28,6.16,"Gibson","Gasol","Chicago Bulls"
"0021500348",362,3,159.68,3.64,"Gasol","McDermott","Chicago Bulls"
"0021500348",444,4,317.87,4.04,"Noah","Brooks","Chicago Bulls"
"0021500348",444,4,317.87,3.52,"Mirotic","Brooks","Chicago Bulls"
"0021500348",484,4,168.19,3.48,"Noah","Brooks","Chicago Bulls"
"0021500349",3,1,689.97,5,"Capela","Ariza","Houston Rockets"
"0021500349",23,1,545.66,3.4,"Howard","Beverley","Houston Rockets"
"0021500349",23,1,539.61,4.64,"Capela","Beverley","Houston Rockets"
"0021500349",44,1,356.94,4.28,"Howard","Beverley","Houston Rockets"
"0021500349",147,2,649.26,4.92,"Motiejunas","Thornton","Houston Rockets"
"0021500349",154,2,608.96,3.92,"Sacre","Young","Los Angeles Lakers"
"0021500349",154,2,608.96,4.72,"Randle","Young","Los Angeles Lakers"
"0021500349",307,3,632.44,5.36,"Capela","Ariza","Houston Rockets"
"0021500349",339,3,465.04,3.84,"Howard","Ariza","Houston Rockets"
"0021500349",406,3,99.13,3.52,"Bryant","Williams","Los Angeles Lakers"
"0021500349",477,4,457.51,3.92,"Young","Young","Los Angeles Lakers"
"0021500349",477,4,456.54,3.4,"Russell","Young","Los Angeles Lakers"
"0021500349",500,4,313.41,4.16,"Howard","Motiejunas","Houston Rockets"
"0021500350",11,1,604.35,4.04,"Pachulia","Matthews","Dallas Mavericks"
"0021500350",29,1,429.55,6.12,"Pachulia","Parsons","Dallas Mavericks"
"0021500350",140,2,568.99,3.72,"Blair","Dudley","Washington Wizards"
"0021500350",182,2,291.62,4,"Porter","Porter","Washington Wizards"
"0021500350",227,2,82.79,5.32,"Nowitzki","Harris","Dallas Mavericks"
"0021500350",227,2,77.43,4.72,"Pachulia","Harris","Dallas Mavericks"
"0021500350",312,3,403.59,5.16,"Pachulia","Barea","Dallas Mavericks"
"0021500350",322,3,310.25,3.24,"Pachulia","Matthews","Dallas Mavericks"
"0021500350",417,4,580.39,4.44,"Nowitzki","Harris","Dallas Mavericks"
"0021500350",417,4,572.3,3.64,"Matthews","Harris","Dallas Mavericks"
"0021500350",525,4,61.23,3.48,"Porter","Dudley","Washington Wizards"
"0021500351",78,1,257.62,3.84,"Monroe","Middleton","Milwaukee Bucks"
"0021500351",79,1,237.77,3.76,"Monroe","Mayo","Milwaukee Bucks"
"0021500351",247,2,129.48,3.16,"Monroe","Mayo","Milwaukee Bucks"
