"","X","GAME_ID","EVENTNUM","EVENTMSGTYPE","EVENTMSGACTIONTYPE","PERIOD","WCTIMESTRING","PCTIMESTRING","HOMEDESCRIPTION","NEUTRALDESCRIPTION","VISITORDESCRIPTION","SCORE","SCOREMARGIN","PERSON1TYPE","PLAYER1_ID","PLAYER1_NAME","PLAYER1_TEAM_ID","PLAYER1_TEAM_CITY","PLAYER1_TEAM_NICKNAME","PLAYER1_TEAM_ABBREVIATION","PERSON2TYPE","PLAYER2_ID","PLAYER2_NAME","PLAYER2_TEAM_ID","PLAYER2_TEAM_CITY","PLAYER2_TEAM_NICKNAME","PLAYER2_TEAM_ABBREVIATION","PERSON3TYPE","PLAYER3_ID","PLAYER3_NAME","PLAYER3_TEAM_ID","PLAYER3_TEAM_CITY","PLAYER3_TEAM_NICKNAME","PLAYER3_TEAM_ABBREVIATION","home","away","winner","loser"
"457",457,21500002,528,4,0,4,"10:15 PM","1:57",NA,NA,"Dellavedova REBOUND (Off:1 Def:2)",NA,NA,5,203521,"Matthew Dellavedova",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"458",458,21500002,529,2,1,4,"10:15 PM","1:51",NA,NA,"MISS Williams 24' 3PT Jump Shot",NA,NA,5,2590,"Mo Williams",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"459",459,21500002,530,4,0,4,"10:15 PM","1:50",NA,NA,"Thompson REBOUND (Off:2 Def:9)",NA,NA,5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"460",460,21500002,531,5,39,4,"10:16 PM","1:49",NA,NA,"Love Step Out of Bounds Turnover (P2.T10)",NA,NA,5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"461",461,21500002,533,6,1,4,"10:16 PM","1:38",NA,NA,"James P.FOUL (P3.PN) (S.Foster)",NA,NA,5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"462",462,21500002,534,3,11,4,"10:16 PM","1:38","Butler Free Throw 1 of 2 (14 PTS)",NA,NA,"87 - 94","7",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"463",463,21500002,536,3,12,4,"10:16 PM","1:38","Butler Free Throw 2 of 2 (15 PTS)",NA,NA,"87 - 95","8",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"464",464,21500002,538,6,3,4,"10:17 PM","1:38","Gibson L.B.FOUL (P6.T4) (S.Foster)",NA,NA,NA,NA,4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"465",465,21500002,539,9,1,4,"10:18 PM","1:38",NA,NA,"Cavaliers Timeout: Regular (Reg.5 Short 0)",NA,NA,3,1610612739,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"466",466,21500002,541,8,0,4,"10:19 PM","1:38","SUB: Gasol FOR Gibson",NA,NA,NA,NA,4,201959,"Taj Gibson",1610612741,"Chicago","Bulls","CHI",4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"467",467,21500002,542,2,98,4,"10:19 PM","1:31","Gasol BLOCK (5 BLK)",NA,"MISS Love 2' Cutting Layup Shot",NA,NA,5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI","1610612741","1610612739","1610612741","1610612739"
"468",468,21500002,543,4,0,4,"10:19 PM","1:28",NA,NA,"Love REBOUND (Off:4 Def:4)",NA,NA,5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"469",469,21500002,544,6,2,4,"10:20 PM","1:28","Mirotic S.FOUL (P5.PN) (S.Foster)",NA,NA,NA,NA,4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",1,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"470",470,21500002,545,3,11,4,"10:20 PM","1:28",NA,NA,"Love Free Throw 1 of 2 (11 PTS)","88 - 95","7",5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"471",471,21500002,546,3,12,4,"10:20 PM","1:28",NA,NA,"Love Free Throw 2 of 2 (12 PTS)","89 - 95","6",5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"472",472,21500002,548,1,1,4,"10:20 PM","1:15","Butler 19' Jump Shot (17 PTS) (Rose 5 AST)",NA,NA,"89 - 97","8",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"473",473,21500002,549,1,1,4,"10:21 PM","1:02",NA,NA,"Love  3PT Jump Shot (15 PTS) (James 4 AST)","92 - 97","5",5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"474",474,21500002,550,2,101,4,"10:21 PM","0:43","MISS Mirotic 6' Driving Floating Jump Shot",NA,NA,NA,NA,4,202703,"Nikola Mirotic",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"475",475,21500002,551,4,0,4,"10:21 PM","0:42",NA,NA,"Dellavedova REBOUND (Off:1 Def:3)",NA,NA,5,203521,"Matthew Dellavedova",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"476",476,21500002,552,1,1,4,"10:21 PM","0:32",NA,NA,"Love 25' 3PT Jump Shot (18 PTS) (James 5 AST)","95 - 97","2",5,201567,"Kevin Love",1610612739,"Cleveland","Cavaliers","CLE",5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"477",477,21500002,553,2,1,4,"10:22 PM","0:10","MISS Rose 20' Jump Shot",NA,NA,NA,NA,4,201565,"Derrick Rose",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"478",478,21500002,554,4,0,4,"10:22 PM","0:10",NA,NA,"Thompson REBOUND (Off:2 Def:10)",NA,NA,5,202684,"Tristan Thompson",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"479",479,21500002,555,9,2,4,"10:22 PM","0:10",NA,NA,"Cavaliers Timeout: Short (Reg.5 Short 1)",NA,NA,3,1610612739,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"480",480,21500002,556,2,42,4,"10:23 PM","0:03","Gasol BLOCK (6 BLK)",NA,"MISS James 2' Driving Layup",NA,NA,5,2544,"LeBron James",1610612739,"Cleveland","Cavaliers","CLE",0,0,NA,NA,NA,NA,NA,4,2200,"Pau Gasol",1610612741,"Chicago","Bulls","CHI","1610612741","1610612739","1610612741","1610612739"
"481",481,21500002,557,4,0,4,"10:23 PM","0:03",NA,NA,"Cavaliers Rebound",NA,NA,3,1610612739,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"482",482,21500002,558,9,2,4,"10:24 PM","0:03",NA,NA,"Cavaliers Timeout: Short (Reg.5 Short 2)",NA,NA,3,1610612739,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"483",483,21500002,559,5,1,4,"10:25 PM","0:01","Butler STEAL (2 STL)",NA,"Williams Bad Pass Turnover (P1.T11)",NA,NA,5,2590,"Mo Williams",1610612739,"Cleveland","Cavaliers","CLE",4,202710,"Jimmy Butler",1610612741,"Chicago","Bulls","CHI",0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
"484",484,21500002,560,13,0,4,"10:25 PM","0:00",NA,NA,NA,"95 - 97","2",0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"1610612741","1610612739","1610612741","1610612739"
